Variable Name,Label,Value Labels,Level,Role,Type of data,Full Question
Q2_OVERALL_106_5,"Q2_OVERALL_106:Deposit & Cashout ((ease, methods, time)",1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'><b>Thinking of the brand <font color='red'><b>OVERALL</b></font color='red'>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <font color='red'><b>#PAGECHOICE#</b></font color='red'> on…</font></b>  <inst>Please select one option for each answer</inst> <br/>"
Q2_OVERALL_106_6,"Q2_OVERALL_106:Jackpots / (Tournament Prize) (size, frequency, variety)",1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'><b>Thinking of the brand <font color='red'><b>OVERALL</b></font color='red'>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <font color='red'><b>#PAGECHOICE#</b></font color='red'> on…</font></b>  <inst>Please select one option for each answer</inst> <br/>"
Q2_CASHOUT_108_1,Q2_CASHOUT_108:Cashout time,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>Now thinking about <b>cashout</b>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_CASHOUT_108_2,Q2_CASHOUT_108:Reverse time,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>Now thinking about <b>cashout</b>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_CASHOUT_108_3,Q2_CASHOUT_108:Weekend cashouts,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>Now thinking about <b>cashout</b>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_WITHDRAWAL_108_1,Q2_WITHDRAWAL_108:Withdrawal methods,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>Now thinking about <b>withdrawals</b>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_WITHDRAWAL_108_2,Q2_WITHDRAWAL_108:Withdrawal speed,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>Now thinking about <b>withdrawals</b>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_WITHDRAWAL_108_3,Q2_WITHDRAWAL_108:Withdrawal limit,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>Now thinking about <b>withdrawals</b>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_BONUS_108_1,Q2_BONUS_108:No-deposit bonus,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_BONUS_108_2,Q2_BONUS_108:Deposit bonus,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_BONUS_108_3,Q2_BONUS_108:Free Spins,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_BONUS_108_4,Q2_BONUS_108:Wagering requirements,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_LOYALTY_108_1,Q2_LOYALTY_108:Existing users promotions,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_LOYALTY_108_2,Q2_LOYALTY_108:Loyalty / VIP program,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_CS_108_1,Q2_CS_108:24/7 support,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>Now thinking about <b>customer service</b>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_CS_108_2,Q2_CS_108:Toll-free phone,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>Now thinking about <b>customer service</b>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_CS_108_3,Q2_CS_108:Multi lingual,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>Now thinking about <b>customer service</b>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_CS_108_4,Q2_CS_108:Responsiveness to complaints,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>Now thinking about <b>customer service</b>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_CS_108_5,Q2_CS_108:Live chat,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>Now thinking about <b>customer service</b>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_MOBILE_108_1,Q2_MOBILE_108:App,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_MOBILE_108_2,Q2_MOBILE_108:Responsive,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_CASINO_108_1,Q2_CASINO_108:Variety of slots games,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_CASINO_108_2,Q2_CASINO_108:Variety of table games,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_CASINO_108_3,Q2_CASINO_108:Live casino,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_CASINO_108_4,Q2_CASINO_108:Progressive Jackpots,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_SPORTS_BETTING_108_1,Q2_SPORTS_BETTING_108:Variety sporting events,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_SPORTS_BETTING_108_2,"Q2_SPORTS_BETTING_108:Variety of non-sporting events (politics, reality shows, etc.)",1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_SPORTS_BETTING_108_3,Q2_SPORTS_BETTING_108:Quality of Odds,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_SPORTS_BETTING_108_4,Q2_SPORTS_BETTING_108:Progressive Jackpots,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_BINGO_108_1,Q2_BINGO_108:Variety of bingo rooms (75ball & 90ball),1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_BINGO_108_2,Q2_BINGO_108:Variety of slots / side / instant win games,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_BINGO_108_3,Q2_BINGO_108:Progressive Jackpots quality,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_BINGO_108_4,Q2_BINGO_108:Quality of chat hosts,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_108_1,Q2_POKER_108:Variety of games,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_108_2,"Q2_POKER_108:Variety & sizes of tournaments (including different speed types, sit & gos, free rolls, satellites)",1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_108_3,Q2_POKER_108:Number of players & tables,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_108_4,Q2_POKER_108:Bonuses / loyalty program,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_108_5,Q2_POKER_108:Rake amount,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_108_6,Q2_POKER_108:Free Poker / Tutorials,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_108_7,Q2_POKER_108:Stakes amount,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_108_8,Q2_POKER_108:Special events,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_108_9,"Q2_POKER_108:Platform (graphics, personalization, UX)",1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_108_10,Q2_POKER_108:Security & fraud prevention,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_OVERALL_108_1,Q2_OVERALL_108:Ease of Use,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'><b>Thinking of the brand <font color='red'><b>OVERALL</b></font color='red'>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <font color='red'><b>#PAGECHOICE#</b></font color='red'> on…</font></b>  <inst>Please select one option for each answer</inst> <br/>"
Q2_OVERALL_108_2,"Q2_OVERALL_108:Bonus & Promotions (based on bonus amount, free / deposit based /  wagering requirements)",1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'><b>Thinking of the brand <font color='red'><b>OVERALL</b></font color='red'>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <font color='red'><b>#PAGECHOICE#</b></font color='red'> on…</font></b>  <inst>Please select one option for each answer</inst> <br/>"
